,Temperatures,Chain_indices,Potential_energy
0,50.27582710011483,0,118.05777096853194
1,50.27582710011483,1,118.05777096853194
2,50.27582710011483,2,121.84315935462827
3,50.27582710011483,3,120.54936870656937
4,50.27582710011483,4,120.54936870656937
5,50.27582710011483,5,109.7199120903656
6,50.27582710011483,6,109.7199120903656
7,50.27582710011483,7,109.7199120903656
8,50.27582710011483,8,109.7199120903656
9,50.27582710011483,9,114.20829032425051
10,50.27582710011483,0,110.04141404059034
11,50.27582710011483,1,110.04141404059034
12,50.27582710011483,2,110.04141404059034
13,50.27582710011483,3,110.04141404059034
14,50.27582710011483,4,110.04141404059034
15,50.27582710011483,5,108.93752641504587
16,50.27582710011483,6,110.21749730236786
17,50.27582710011483,7,110.21749730236786
18,50.27582710011483,8,110.02918133021412
19,50.27582710011483,9,118.36949626871026
20,50.27582710011483,0,118.75531549499942
21,50.27582710011483,1,118.75531549499942
22,50.27582710011483,2,126.91362903498327
23,50.27582710011483,3,126.91362903498327
24,50.27582710011483,4,126.91362903498327
25,50.27582710011483,5,126.91362903498327
26,50.27582710011483,6,126.91362903498327
27,50.27582710011483,7,126.91362903498327
28,50.27582710011483,8,115.19033187358204
29,50.27582710011483,9,115.19033187358204
30,50.27582710011483,0,105.3862533402364
31,50.27582710011483,1,105.3862533402364
32,50.27582710011483,2,105.3862533402364
33,50.27582710011483,3,118.14898275500194
34,50.27582710011483,4,123.45552043762288
35,50.27582710011483,5,123.45552043762288
36,50.27582710011483,6,123.45552043762288
37,50.27582710011483,7,123.45552043762288
38,50.27582710011483,8,140.8339717797268
39,50.27582710011483,9,140.8339717797268
40,50.27582710011483,0,136.8437877181568
41,50.27582710011483,1,140.08603822392425
42,50.27582710011483,2,140.08603822392425
43,50.27582710011483,3,149.90912671240565
44,50.27582710011483,4,155.47066896963233
45,50.27582710011483,5,155.47066896963233
46,50.27582710011483,6,155.47066896963233
47,50.27582710011483,7,155.47066896963233
48,50.27582710011483,8,155.47066896963233
49,50.27582710011483,9,155.47066896963233
50,50.27582710011483,0,155.47066896963233
51,50.27582710011483,1,141.7903361950088
52,50.27582710011483,2,132.81366851596292
53,50.27582710011483,3,147.61953200364044
54,50.27582710011483,4,147.61953200364044
55,50.27582710011483,5,147.61953200364044
56,50.27582710011483,6,141.4418915315757
57,50.27582710011483,7,131.83004557362761
58,50.27582710011483,8,114.10872959164706
59,50.27582710011483,9,114.10872959164706
60,50.27582710011483,0,114.10872959164706
61,50.27582710011483,1,120.63631054855153
62,50.27582710011483,2,120.63631054855153
63,50.27582710011483,3,113.33324296528436
64,50.27582710011483,4,113.47066041552439
65,50.27582710011483,5,111.86286174033418
66,50.27582710011483,6,111.86286174033418
67,50.27582710011483,7,117.58797424189545
68,50.27582710011483,8,117.58797424189545
69,50.27582710011483,9,116.62064127280364
70,50.27582710011483,0,117.80736403625536
71,50.27582710011483,1,117.80736403625536
72,50.27582710011483,2,117.22541286664134
73,50.27582710011483,3,132.92103531614026
74,50.27582710011483,4,132.92103531614026
75,50.27582710011483,5,131.4176904675243
76,50.27582710011483,6,141.96269805625153
77,50.27582710011483,7,141.96269805625153
78,50.27582710011483,8,141.96269805625153
79,50.27582710011483,9,137.17307778458618
80,50.27582710011483,0,125.94717518651115
81,50.27582710011483,1,125.94717518651115
82,50.27582710011483,2,125.94717518651115
83,50.27582710011483,3,125.94717518651115
84,50.27582710011483,4,125.94717518651115
85,50.27582710011483,5,121.33781060044862
86,50.27582710011483,6,121.33781060044862
87,50.27582710011483,7,121.33781060044862
