-6.267073474609884398e-01,-4.191413180147479101e-01
7.752635491924309008e-01,-1.291506984790662671e-01
-5.277341728072588722e-01,-8.300863483814068244e-01
-2.786867842565351472e-01,9.342692674303022526e-01
2.680640020041255567e-01,-9.633216127082464553e-01
-1.868854611479380257e-01,6.487111786318578988e-01
-9.083837181523141124e-01,3.724423750865348826e-01
5.975608051475944649e-02,-3.488568786006862044e-01
-5.056654102534585693e-03,-9.806642266841816280e-01
7.061603192453370648e-01,6.864651368326852854e-01
-1.885114291115509988e-01,3.410858898599081201e-01
-2.096453128660374088e-01,9.631862538489538439e-01
7.039185831417536787e-02,4.794138147038062292e-01
1.762695835257471200e-01,2.337141479930719135e-01
-4.843837205952773450e-01,-5.823969662897086064e-01
-7.973995282631665127e-01,4.606667910112880460e-01
8.123130650046218593e-01,5.822462190157933204e-01
3.986231435433591486e-01,9.124482670046581978e-01
9.834020945861116081e-01,1.068109395717663501e-01
1.036300060401993406e-01,-9.909185756796382583e-01
-1.460539308221117660e-02,-8.292494579103385499e-01
-9.766990779727491301e-01,-1.595565110280066645e-01
-9.947762746240111920e-01,-6.188982934623643573e-02
6.227739352545236251e-01,5.542993453758664479e-01
8.698882854723026803e-01,4.515581126931017542e-01
-3.032812766433713447e-01,-2.972005129178190153e-02
-5.774516861002294554e-01,-7.666400250032993080e-01
1.974656496212476575e-01,-5.970748274436046832e-02
-5.412412374293680273e-01,-1.283188576219979060e-01
5.919337015791001910e-01,7.112253266913225458e-01
-8.465088848930535370e-02,9.515162548945624299e-02
3.563259203191777580e-01,4.067064430134103015e-01
-4.311985724691587141e-01,-3.058972374868779709e-01
-6.833232354191296487e-01,-7.139771659648470603e-01
-2.511560021333510140e-02,9.394734881580342201e-01
-1.278372463255703917e-01,-9.816212812204254679e-01
5.206325095399675362e-01,2.206838035735278480e-01
-1.286304274192372477e-01,7.906468805509589970e-01
-5.909398993977417192e-01,5.214633942869858485e-01
-7.945342383699142141e-01,5.805233456614844467e-01
-5.818823439377862616e-01,3.384531950111497323e-01
8.434967890724609507e-01,-4.183991882028434417e-01
-6.947158026543658327e-01,7.012865643785866077e-01
-3.575411462141614427e-01,-8.980556909320306369e-01
-2.688245214936993976e-01,-9.623586068436722485e-01
6.199029350869043054e-01,-2.313353972026431227e-01
-9.664329082656116787e-01,2.297182684011715714e-01
-7.896257753485088626e-01,-1.615082351679962280e-01
1.916396691578831912e-01,7.629637089895056068e-01
9.615866416213195711e-01,2.317005148019613825e-01
6.032481779082543571e-02,9.834509434877781731e-01
-3.470068546739339954e-01,-6.954386005010643190e-01
7.530833095865108184e-01,1.438312513744107735e-01
-8.517570989867746523e-01,-4.815485997105140026e-01
1.665782017156171579e-01,-6.236944923467310220e-01
-4.212401745440308432e-01,8.521594236265765954e-01
4.360794605286565928e-01,4.202402773637325950e-02
9.839691744701176690e-01,-7.817440652353919994e-02
-3.806641346622522404e-01,5.729649666151394038e-01
6.087643738867306586e-01,-7.159024981090038597e-01
2.937559061870455013e-01,6.138414649496475306e-01
5.279259115635844823e-01,-8.147194925970213664e-01
9.075037811300248336e-01,-2.205337015347330065e-01
-1.407128262325659240e-01,-1.411995779852482369e-01
-5.277679115070365023e-01,8.113149818787768197e-01
3.581489257132119408e-01,-9.190883353684508039e-01
7.791230627635046257e-01,-5.949099816652144712e-01
-5.152168525426102930e-01,1.346855246782232562e-01
9.858339813746836988e-01,4.441096521736087599e-02
-7.489664681736526441e-01,2.159403142316413116e-01
4.207925734216395597e-01,-6.379327508559154980e-01
-6.115568998122407063e-01,7.506027740230479806e-01
-9.823957722423800609e-01,3.860824144322812235e-02
2.278912631826632840e-01,-4.546062833215492871e-01
-8.975613963676724039e-01,-3.948121505881451720e-01
3.645695158942544589e-01,-2.380108952290202473e-01
1.556075645844619548e-01,9.835475359185291699e-01
1.874419524698229533e-01,-8.197178095869602776e-01
8.435687769096493760e-01,-5.365387877231917457e-01
-9.889695656840290505e-01,1.449577153544815977e-01
7.838699721555206779e-01,2.858991948102941882e-01
5.387550124153691611e-01,-4.780479933316681418e-01
9.363289269143288962e-01,-3.271900185216291002e-01
-9.534035437048246631e-02,-5.787496739336404072e-01
-7.357214699049458018e-01,-6.173013701908629525e-01
-9.499865024418434611e-01,-2.427152294048472436e-01
2.948240677586660974e-01,9.066776865993231294e-01
9.142403603041924232e-01,3.691871959021812422e-01
5.200599479146643667e-01,8.142395672606823620e-01
7.094247189633058337e-01,-6.472237505256011048e-01
