-7.732557380661244650e-01,-5.896076000322387767e-01
9.564900852267949061e-01,-2.429162057806466268e-01
-2.432046293987513430e-01,-9.695080828678566132e-01
7.287475712232887037e-01,-6.037829891852219966e-01
-9.446273849684521107e-01,-1.152309868453348651e-01
7.088187540463460889e-01,6.866238921795697614e-01
-7.841324737270611855e-01,5.943428900957284933e-01
3.147370239627011457e-01,9.196228908078484254e-01
-3.360291136878340579e-01,9.277910730948927265e-01
-1.912270079456254990e-01,3.138278401319560817e-02
1.125505549099963531e-01,-9.293161425893681216e-01
8.201742218740503132e-01,6.128803411205938079e-02
