6.927671011530494027e-01,-6.482267271032623457e-01
-8.322546575737250762e-01,-5.108206981722959172e-01
-8.578668245351905863e-01,4.738257017144006933e-02
-6.091883299732787638e-01,4.241515478268180761e-01
5.778838183759404945e-02,8.678624284228578789e-01
-4.748960134229675001e-01,-7.083086335335135875e-01
3.851694011005299956e-01,7.642132193995162526e-01
8.114349224540324812e-01,4.234449090418709316e-01
8.248488232779578322e-01,-1.976110111313518491e-01
-5.077630825681949123e-01,8.097982679709203602e-01
9.951273024777218534e-02,-9.293293856165085742e-01
-7.794803483818563139e-02,-1.836274569463020034e-01
