,Temperatures,Chain_indices,Potential_energy
0,50.0,0,118.25351463218651
1,50.0,0,118.12014730843269
2,50.0,0,106.0460279693067
3,50.0,0,102.71603615069911
4,50.0,0,102.58031777842614
5,50.0,0,101.45167638322904
6,50.0,0,100.12809246462494
7,50.0,0,99.72827765760407
8,50.0,0,99.60726878948718
9,50.0,0,99.41955770112465
10,50.0,0,99.23816364782476
11,50.0,0,98.9003486920411
12,50.0,0,98.70617628544927
13,50.0,0,98.54873358577258
14,50.0,0,98.19006216457738
15,50.0,0,97.3533859844735
16,50.0,0,97.23687211646768
17,50.0,0,96.7375330359853
18,50.0,0,95.96446776643204
19,50.0,0,95.74598992193667
20,50.0,0,95.63769487004959
21,50.0,0,95.45791395437034
22,50.0,0,95.28590890390348
23,50.0,0,95.121564030052
24,50.0,0,94.94243551652984
25,50.0,0,94.79068045193853
26,50.0,0,94.54988353410394
27,50.0,0,94.0237318056336
28,50.0,0,93.92238946715217
29,50.0,0,93.60464144958954
30,50.0,0,93.05207436050844
31,50.0,0,92.90263901116148
32,50.0,0,92.80644340315993
33,50.0,0,92.80644340315993
34,50.0,0,92.64310766224101
35,50.0,0,92.53757498558615
36,50.0,0,92.37077015204328
37,50.0,0,92.22466188925988
38,50.0,0,92.04830614493801
39,50.0,0,91.6563873587122
40,50.0,0,91.57481379597822
41,50.0,0,91.34051571190334
42,50.0,0,90.90771605585432
43,50.0,0,90.79237858174561
44,50.0,0,90.70639727447167
45,50.0,0,90.70639727447167
46,50.0,0,90.55110708038669
47,50.0,0,90.47527516567271
48,50.0,0,90.31909387554641
49,50.0,0,90.17857620461619
50,50.0,0,90.04229408321429
51,50.0,0,89.72534386912115
52,50.0,0,89.65985711039008
53,50.0,0,89.47275580852006
54,50.0,0,89.11564592771434
55,50.0,0,89.0198659450148
56,50.0,0,88.94256167667945
57,50.0,0,88.94256167667945
58,50.0,0,88.79473534977713
59,50.0,0,88.73643459865741
60,50.0,0,88.58958060453081
61,50.0,0,88.45448802957354
62,50.0,0,88.34519310106333
63,50.0,0,88.07618403690711
64,50.0,0,88.02381954716957
65,50.0,0,87.86689074412871
66,50.0,0,87.56215346577353
67,50.0,0,87.47878951402637
68,50.0,0,87.4088596150922
69,50.0,0,87.4088596150922
70,50.0,0,87.26796001640825
71,50.0,0,87.22100289980828
72,50.0,0,87.08243546782516
73,50.0,0,86.95254881252454
74,50.0,0,86.86246140624773
75,50.0,0,86.62682697412528
76,50.0,0,86.585171302783
77,50.0,0,86.4491796785414
78,50.0,0,86.18295333982087
79,50.0,0,86.10809632034388
80,50.0,0,86.0444616449306
81,50.0,0,86.0444616449306
82,50.0,0,85.90999442340954
83,50.0,0,85.87086108185763
84,50.0,0,85.7397196668176
85,50.0,0,85.61479530445386
86,50.0,0,85.53894946073856
87,50.0,0,85.3279507051651
88,50.0,0,85.29502406220492
89,50.0,0,85.1744428663753
90,50.0,0,85.1744428663753
91,50.0,0,85.10482507097623
92,50.0,0,85.04663444701715
93,50.0,0,85.04663444701715
94,50.0,0,84.91782982461906
95,50.0,0,84.88428727383597
96,50.0,0,84.75970289660309
97,50.0,0,84.63902886972538
98,50.0,0,84.5740779252769
99,50.0,0,84.38181997113281
100,50.0,0,84.35593023726436
101,50.0,0,84.24311185211907
102,50.0,0,84.24311185211907
103,50.0,0,84.17771168434064
104,50.0,0,84.12423005281177
105,50.0,0,84.12423005281177
106,50.0,0,84.00069665510199
107,50.0,0,83.97134084176987
108,50.0,0,83.85270814982644
109,50.0,0,83.73608138769474
110,50.0,0,83.67966662031169
111,50.0,0,83.50231619831732
112,50.0,0,83.4821337506421
113,50.0,0,83.37579482214134
114,50.0,0,83.37579482214134
115,50.0,0,83.31384046335894
116,50.0,0,83.26445634024674
117,50.0,0,83.26445634024674
118,50.0,0,83.14583595531678
119,50.0,0,83.11971447789027
120,37.040911034085894,0,83.00651108531076
121,37.040911034085894,0,82.8937342352863
122,37.040911034085894,0,82.84414805959113
123,37.040911034085894,0,82.67896920466299
124,37.040911034085894,0,82.66339305613724
125,37.040911034085894,0,82.56255921232682
126,37.040911034085894,0,82.56255921232682
127,37.040911034085894,0,82.50345084402713
128,37.040911034085894,0,82.457652915544
129,37.040911034085894,0,82.457652915544
130,37.040911034085894,0,82.34361782142692
131,37.040911034085894,0,82.32005989683257
132,37.040911034085894,0,82.2118310810796
133,37.040911034085894,0,82.10271443974335
134,37.040911034085894,0,82.05868647328606
135,37.040911034085894,0,81.90365818492648
136,37.040911034085894,0,81.89177706060366
137,37.040911034085894,0,81.7956912817855
138,37.040911034085894,0,81.7956912817855
139,37.040911034085894,0,81.73895182293897
140,37.040911034085894,0,81.69631019392946
141,37.040911034085894,0,81.69631019392946
142,37.040911034085894,0,81.58656055733071
143,37.040911034085894,0,81.56507856938542
144,37.040911034085894,0,81.46142561812331
145,37.040911034085894,0,81.3557881937882
146,37.040911034085894,0,81.31635132001794
147,37.040911034085894,0,81.16993880222049
148,37.040911034085894,0,81.16099984356212
149,37.040911034085894,0,81.06906237900417
150,37.040911034085894,0,81.06906237900417
151,37.040911034085894,0,81.01430504879059
152,37.040911034085894,0,80.97445628918608
153,37.040911034085894,0,80.97445628918608
154,37.040911034085894,0,80.8687176898532
155,37.040911034085894,0,80.84894746623704
156,37.040911034085894,0,80.74951858305667
157,37.040911034085894,0,80.64718859472896
158,37.040911034085894,0,80.6115918953162
159,37.040911034085894,0,80.47260283751899
160,37.040911034085894,0,80.46598596550916
161,37.040911034085894,0,80.37771361839819
162,37.040911034085894,0,80.37771361839819
163,37.040911034085894,0,80.32461985429572
164,37.040911034085894,0,80.2872550678724
